prospect_id,industry,region,company_size_band,est_annual_revenue,digital_engagement_score,years_in_business,existing_bank_relationship,targeting_readiness_score,targeting_tier
PROS-101373,Healthcare,South,50-249 employees,2304000.0,10.4,7,Yes,23.8,Tier 3 - Nurture
PROS-101374,Wholesale Distribution,South,10-49 employees,1089000.0,43.5,29,No,47.2,Tier 2 - Warm
PROS-101375,Education,Central,1-9 employees,3253000.0,53.2,17,No,34.2,Tier 2 - Warm
PROS-101376,Education,West,1-9 employees,1320000.0,46.2,16,Yes,30.6,Tier 3 - Nurture
PROS-101377,Hospitality,West,1000+ employees,440000.0,8.2,14,Yes,43.5,Tier 2 - Warm
PROS-101378,Transportation & Logistics,South,10-49 employees,207000.0,24.1,27,No,37.7,Tier 2 - Warm
PROS-101379,Transportation & Logistics,South,10-49 employees,390000.0,38.150000000000006,14,No,33.2,Tier 2 - Warm
PROS-101380,Education,West,10-49 employees,698000.0,74.5,25,No,56.7,Tier 2 - Warm
PROS-101381,Professional Services,North,10-49 employees,884000.0,55.5,2,No,30.8,Tier 3 - Nurture
PROS-101382,Construction,South,250-999 employees,70000.0,56.6,11,No,53.4,Tier 2 - Warm
PROS-101383,Wholesale Distribution,West,1-9 employees,573000.0,37.7,19,No,29.5,Tier 3 - Nurture
PROS-101384,Construction,West,1-9 employees,753000.0,60.9,9,Yes,31.0,Tier 3 - Nurture
PROS-101385,Professional Services,North,50-249 employees,1332000.0,55.2,5,No,40.5,Tier 2 - Warm
PROS-101386,Transportation & Logistics,West,10-49 employees,4367000.0,36.400000000000006,9,No,28.5,Tier 3 - Nurture
PROS-101387,Construction,East,1-9 employees,895000.0,73.9,21,Yes,45.8,Tier 2 - Warm
PROS-101388,Wholesale Distribution,South,1-9 employees,268000.0,64.9,38,No,55.6,Tier 2 - Warm
PROS-101389,Education,West,1-9 employees,99000.0,65.5,27,Yes,47.1,Tier 2 - Warm
PROS-101390,Construction,Central,1-9 employees,1553000.0,39.4,36,No,43.6,Tier 2 - Warm
PROS-101391,Transportation & Logistics,East,1-9 employees,280000.0,79.1,22,No,48.7,Tier 2 - Warm
PROS-101392,Education,South,1-9 employees,1893000.0,88.1,2,Yes,36.6,Tier 2 - Warm
PROS-101393,Hospitality,South,50-249 employees,3393000.0,24.2,6,No,28.7,Tier 3 - Nurture
PROS-101394,Professional Services,East,250-999 employees,133000.0,7.0,30,Yes,48.1,Tier 2 - Warm
PROS-101395,Transportation & Logistics,North,250-999 employees,1341000.0,73.4,25,Yes,71.3,Tier 1 - Priority
PROS-101396,Technology,East,10-49 employees,3023000.0,47.6,33,Yes,52.0,Tier 2 - Warm
PROS-101397,Technology,North,1-9 employees,2238000.0,17.4,17,Yes,19.6,Tier 3 - Nurture
PROS-101398,Manufacturing,North,1000+ employees,73000.0,16.3,37,Yes,64.9,Tier 2 - Warm
PROS-101399,Professional Services,East,50-249 employees,285000.0,39.5,15,No,42.0,Tier 2 - Warm
PROS-101400,Wholesale Distribution,West,10-49 employees,178000.0,22.5,33,Yes,41.8,Tier 2 - Warm
PROS-101401,Professional Services,Central,1-9 employees,1297000.0,39.0,6,No,19.7,Tier 3 - Nurture
PROS-101402,Professional Services,North,1-9 employees,724000.0,58.1,18,Yes,37.0,Tier 2 - Warm
PROS-101403,Construction,South,10-49 employees,38000.0,8.8,39,Yes,40.9,Tier 2 - Warm
PROS-101404,Retail Trade,East,10-49 employees,524000.0,4.7,32,Yes,33.7,Tier 2 - Warm
PROS-101405,Retail Trade,East,1-9 employees,1760000.0,33.6,16,Yes,25.4,Tier 3 - Nurture
PROS-101406,Construction,Central,1000+ employees,858000.0,33.4,36,No,71.1,Tier 1 - Priority
PROS-101407,Wholesale Distribution,West,10-49 employees,857000.0,53.0,18,No,42.4,Tier 2 - Warm
PROS-101408,Manufacturing,East,10-49 employees,488000.0,14.6,37,Yes,41.7,Tier 2 - Warm
PROS-101409,Professional Services,North,1-9 employees,228000.0,50.1,4,Yes,22.7,Tier 3 - Nurture
PROS-101410,Manufacturing,North,50-249 employees,716000.0,48.5,33,Yes,59.9,Tier 2 - Warm
PROS-101411,Transportation & Logistics,North,50-249 employees,772000.0,64.0,27,No,61.5,Tier 2 - Warm
PROS-101412,Professional Services,West,1-9 employees,1435000.0,37.6,7,Yes,19.9,Tier 3 - Nurture
PROS-101413,Hospitality,South,10-49 employees,1569000.0,30.3,12,Yes,28.4,Tier 3 - Nurture
PROS-101414,Transportation & Logistics,South,50-249 employees,802000.0,45.9,32,No,58.1,Tier 2 - Warm
PROS-101415,Hospitality,West,50-249 employees,2432000.0,30.0,29,No,49.2,Tier 2 - Warm
PROS-101416,Technology,Central,1-9 employees,483000.0,35.6,8,Yes,19.9,Tier 3 - Nurture
PROS-101417,Healthcare,East,250-999 employees,149000.0,25.1,3,No,34.2,Tier 2 - Warm
PROS-101418,Wholesale Distribution,Central,10-49 employees,1233000.0,54.9,13,No,39.2,Tier 2 - Warm
PROS-101419,Healthcare,West,1-9 employees,724000.0,34.2,12,Yes,22.5,Tier 3 - Nurture
PROS-101420,Education,West,1-9 employees,1260000.0,8.8,25,No,22.4,Tier 3 - Nurture
PROS-101421,Education,Central,1-9 employees,182000.0,54.8,30,Yes,45.1,Tier 2 - Warm
PROS-101422,Transportation & Logistics,North,1-9 employees,5230000.0,46.2,11,Yes,26.6,Tier 3 - Nurture
PROS-101423,Technology,West,10-49 employees,1594000.0,51.7,16,Yes,40.3,Tier 2 - Warm
PROS-101424,Professional Services,Central,50-249 employees,531000.0,19.0,8,No,28.1,Tier 3 - Nurture
PROS-101425,Wholesale Distribution,Central,1-9 employees,261000.0,8.0,2,Yes,3.9,Tier 3 - Nurture
PROS-101426,Technology,East,1000+ employees,2385000.0,26.0,36,No,68.1,Tier 1 - Priority
PROS-101427,Education,West,1-9 employees,217000.0,24.6,31,Yes,33.6,Tier 2 - Warm
PROS-101428,Professional Services,Central,10-49 employees,8776000.0,63.4,31,Yes,56.9,Tier 2 - Warm
PROS-101429,Hospitality,Central,250-999 employees,372000.0,48.5,38,No,71.4,Tier 1 - Priority
PROS-101430,Healthcare,Central,50-249 employees,738500.0,36.1,2,Yes,30.4,Tier 3 - Nurture
PROS-101431,Retail Trade,Central,10-49 employees,595000.0,36.2,15,No,33.2,Tier 2 - Warm
PROS-101432,Retail Trade,South,50-249 employees,4151000.0,71.3,29,No,66.1,Tier 1 - Priority
PROS-101433,Transportation & Logistics,West,1-9 employees,325000.0,36.1,25,No,33.5,Tier 2 - Warm
PROS-101434,Construction,East,1-9 employees,745000.0,54.7,31,No,45.9,Tier 2 - Warm
PROS-101435,Retail Trade,Central,10-49 employees,1768000.0,77.0,15,No,49.8,Tier 2 - Warm
PROS-101436,Healthcare,Central,1-9 employees,1511000.0,52.8,4,No,23.8,Tier 3 - Nurture
PROS-101437,Technology,Central,10-49 employees,2448000.0,39.2,22,No,39.9,Tier 2 - Warm
PROS-101438,Construction,East,1-9 employees,427000.0,9.2,29,No,25.7,Tier 3 - Nurture
PROS-101439,Education,East,250-999 employees,801000.0,17.3,29,Yes,51.5,Tier 2 - Warm
PROS-101440,Hospitality,North,250-999 employees,2880000.0,21.0,7,No,35.7,Tier 2 - Warm
PROS-101441,Transportation & Logistics,West,50-249 employees,336000.0,63.6,25,Yes,59.8,Tier 2 - Warm
PROS-101442,Education,East,50-249 employees,1369000.0,68.5,25,Yes,61.8,Tier 2 - Warm
PROS-101443,Healthcare,East,1-9 employees,573000.0,38.2,13,No,24.9,Tier 3 - Nurture
PROS-101444,Retail Trade,West,1-9 employees,915000.0,16.6,11,Yes,14.5,Tier 3 - Nurture
PROS-101445,Manufacturing,Central,50-249 employees,801000.0,44.1,8,No,38.4,Tier 2 - Warm
PROS-101446,Education,North,10-49 employees,306000.0,46.9,5,Yes,29.7,Tier 3 - Nurture
PROS-101447,Education,East,10-49 employees,749000.0,27.4,22,No,35.1,Tier 2 - Warm
PROS-101448,Hospitality,West,10-49 employees,855000.0,70.7,13,Yes,45.7,Tier 2 - Warm
PROS-101449,Retail Trade,Central,10-49 employees,651000.0,71.6,26,Yes,56.3,Tier 2 - Warm
PROS-101450,Professional Services,West,1-9 employees,4114000.0,31.9,23,No,30.2,Tier 3 - Nurture
PROS-101451,Manufacturing,West,1-9 employees,2215000.0,34.5,23,No,31.3,Tier 3 - Nurture
PROS-101452,Manufacturing,Central,10-49 employees,749000.0,28.8,38,No,48.3,Tier 2 - Warm
PROS-101453,Professional Services,Central,10-49 employees,315000.0,31.3,5,No,23.3,Tier 3 - Nurture
PROS-101454,Transportation & Logistics,West,1000+ employees,295000.0,39.5,2,No,46.8,Tier 2 - Warm
PROS-101455,Manufacturing,South,10-49 employees,6396000.0,19.3,14,Yes,25.5,Tier 3 - Nurture
PROS-101456,Education,East,50-249 employees,738500.0,36.7,1,Yes,29.8,Tier 3 - Nurture
PROS-101457,Healthcare,West,50-249 employees,827000.0,57.1,30,Yes,61.1,Tier 2 - Warm
PROS-101458,Professional Services,North,1-9 employees,1085000.0,13.3,15,Yes,16.3,Tier 3 - Nurture
PROS-101459,Transportation & Logistics,West,50-249 employees,518000.0,18.8,6,No,26.5,Tier 3 - Nurture
PROS-101460,Hospitality,East,10-49 employees,242000.0,60.0,4,Yes,34.2,Tier 2 - Warm
PROS-101461,Construction,Central,10-49 employees,308000.0,9.5,35,Yes,38.1,Tier 2 - Warm
PROS-101462,Manufacturing,South,1-9 employees,400000.0,50.5,15,Yes,31.5,Tier 3 - Nurture
PROS-101463,Manufacturing,Central,250-999 employees,334000.0,34.7,19,No,50.7,Tier 2 - Warm
PROS-101464,Wholesale Distribution,East,1000+ employees,3142000.0,36.9,7,No,49.7,Tier 2 - Warm
PROS-101465,Retail Trade,East,1-9 employees,724000.0,40.6,31,No,40.1,Tier 2 - Warm
PROS-101466,Technology,West,1-9 employees,410000.0,3.4,29,Yes,23.3,Tier 3 - Nurture
PROS-101467,Construction,East,1-9 employees,820000.0,34.45,14,Yes,24.2,Tier 3 - Nurture
PROS-101468,Hospitality,Central,50-249 employees,1521000.0,21.6,34,Yes,49.7,Tier 2 - Warm
PROS-101469,Manufacturing,North,10-49 employees,499000.0,51.2,15,Yes,39.3,Tier 2 - Warm
PROS-101470,Wholesale Distribution,West,1-9 employees,1967000.0,40.3,36,No,43.9,Tier 2 - Warm
PROS-101471,Technology,Central,50-249 employees,738500.0,29.0,38,No,55.9,Tier 2 - Warm
PROS-101472,Healthcare,South,10-49 employees,2646000.0,26.5,19,Yes,32.4,Tier 3 - Nurture
PROS-101473,Professional Services,South,10-49 employees,722000.0,53.7,23,Yes,46.6,Tier 2 - Warm
PROS-101474,Education,East,10-49 employees,692000.0,43.0,33,Yes,50.2,Tier 2 - Warm
PROS-101475,Construction,West,10-49 employees,340000.0,57.5,4,No,33.2,Tier 2 - Warm
PROS-101476,Healthcare,Central,10-49 employees,189000.0,51.1,19,No,42.4,Tier 2 - Warm
PROS-101477,Construction,West,1-9 employees,117000.0,8.7,38,Yes,32.6,Tier 3 - Nurture
PROS-101478,Professional Services,West,10-49 employees,315000.0,38.4,8,Yes,28.6,Tier 3 - Nurture
PROS-101479,Healthcare,East,250-999 employees,1392000.0,55.9,15,Yes,56.2,Tier 2 - Warm
PROS-101480,Retail Trade,West,10-49 employees,253000.0,18.0,34,No,40.7,Tier 2 - Warm
PROS-101481,Manufacturing,South,250-999 employees,133000.0,27.0,28,Yes,54.7,Tier 2 - Warm
PROS-101482,Professional Services,East,10-49 employees,268000.0,66.2,20,Yes,49.4,Tier 2 - Warm
PROS-101483,Retail Trade,North,50-249 employees,478000.0,31.4,6,No,31.6,Tier 3 - Nurture
PROS-101484,Healthcare,North,1-9 employees,499000.0,73.2,8,Yes,35.3,Tier 2 - Warm
PROS-101485,Wholesale Distribution,Central,50-249 employees,633000.0,39.6,34,Yes,57.1,Tier 2 - Warm
PROS-101486,Retail Trade,Central,1-9 employees,2271000.0,65.7,20,Yes,41.7,Tier 2 - Warm
PROS-101487,Manufacturing,East,1-9 employees,2883000.0,13.1,38,Yes,34.4,Tier 2 - Warm
PROS-101488,Retail Trade,North,1-9 employees,6623000.0,74.4,4,No,32.6,Tier 3 - Nurture
PROS-101489,Transportation & Logistics,North,1-9 employees,122000.0,11.8,15,Yes,15.7,Tier 3 - Nurture
PROS-101490,Professional Services,North,250-999 employees,285000.0,41.2,4,No,41.5,Tier 2 - Warm
PROS-101491,Healthcare,West,1000+ employees,1573000.0,31.4,6,Yes,46.6,Tier 2 - Warm
PROS-101492,Manufacturing,South,50-249 employees,443000.0,37.9,1,Yes,30.3,Tier 3 - Nurture
PROS-101493,Construction,South,1-9 employees,1880000.0,54.4,22,Yes,38.6,Tier 2 - Warm
PROS-101494,Healthcare,Central,250-999 employees,916000.0,16.9,10,No,36.3,Tier 2 - Warm
PROS-101495,Healthcare,Central,50-249 employees,4144000.0,64.5,7,Yes,45.9,Tier 2 - Warm
PROS-101496,Transportation & Logistics,West,1-9 employees,2297000.0,23.6,35,No,36.3,Tier 2 - Warm
PROS-101497,Hospitality,South,10-49 employees,2343000.0,40.9,18,Yes,37.5,Tier 2 - Warm
PROS-101498,Healthcare,East,50-249 employees,464000.0,8.3,22,No,34.8,Tier 2 - Warm
PROS-101499,Wholesale Distribution,South,1-9 employees,655000.0,25.0,25,Yes,29.0,Tier 3 - Nurture
PROS-101500,Transportation & Logistics,Central,10-49 employees,749000.0,36.5,17,No,34.9,Tier 2 - Warm
PROS-101501,Professional Services,North,50-249 employees,139000.0,27.8,6,Yes,30.1,Tier 3 - Nurture
PROS-101502,Professional Services,West,1-9 employees,3682000.0,27.2,20,No,25.9,Tier 3 - Nurture
PROS-101503,Construction,East,10-49 employees,1656000.0,25.3,37,No,46.1,Tier 2 - Warm
PROS-101504,Transportation & Logistics,West,10-49 employees,499000.0,36.7,27,Yes,42.9,Tier 2 - Warm
PROS-101505,Professional Services,East,50-249 employees,3063000.0,5.8,28,No,38.5,Tier 2 - Warm
PROS-101506,Education,North,1000+ employees,365000.0,43.1,23,Yes,64.8,Tier 2 - Warm
PROS-101507,Healthcare,West,50-249 employees,97000.0,22.2,15,No,35.0,Tier 2 - Warm
PROS-101508,Wholesale Distribution,West,10-49 employees,2209000.0,53.7,19,Yes,43.5,Tier 2 - Warm
PROS-101509,Technology,East,10-49 employees,179000.0,34.9,17,Yes,34.2,Tier 2 - Warm
PROS-101510,Construction,South,10-49 employees,588000.0,46.8,23,Yes,43.8,Tier 2 - Warm
PROS-101511,Professional Services,South,10-49 employees,915000.0,19.4,34,No,41.3,Tier 2 - Warm
PROS-101512,Hospitality,East,1-9 employees,1115000.0,53.8,1,No,21.8,Tier 3 - Nurture
PROS-101513,Construction,South,50-249 employees,1855000.0,22.6,19,Yes,38.3,Tier 2 - Warm
PROS-101514,Professional Services,South,50-249 employees,1382000.0,37.4,11,Yes,38.0,Tier 2 - Warm
PROS-101515,Education,South,10-49 employees,1336000.0,48.2,39,No,57.0,Tier 2 - Warm
PROS-101516,Healthcare,North,250-999 employees,306000.0,33.849999999999994,6,Yes,40.1,Tier 2 - Warm
PROS-101517,Manufacturing,Central,50-249 employees,1008000.0,27.2,3,No,27.5,Tier 3 - Nurture
PROS-101518,Healthcare,South,10-49 employees,139000.0,17.1,28,Yes,35.6,Tier 2 - Warm
PROS-101519,Healthcare,North,1-9 employees,4067000.0,39.0,11,No,23.7,Tier 3 - Nurture
PROS-101520,Wholesale Distribution,North,1-9 employees,156000.0,25.8,9,Yes,16.7,Tier 3 - Nurture
PROS-101521,Hospitality,Central,10-49 employees,498000.0,63.3,21,No,49.0,Tier 2 - Warm
PROS-101522,Retail Trade,East,10-49 employees,749000.0,12.2,37,No,40.7,Tier 2 - Warm
PROS-101523,Retail Trade,South,1-9 employees,327000.0,46.0,6,No,22.6,Tier 3 - Nurture
PROS-101524,Technology,East,1-9 employees,740000.0,33.2,22,Yes,30.0,Tier 3 - Nurture
PROS-101525,Manufacturing,North,1-9 employees,408000.0,47.4,14,Yes,29.5,Tier 3 - Nurture
PROS-101526,Construction,South,50-249 employees,2568000.0,30.7,8,Yes,32.9,Tier 3 - Nurture
PROS-101527,Retail Trade,South,50-249 employees,936000.0,19.8,21,No,38.7,Tier 2 - Warm
PROS-101528,Manufacturing,Central,10-49 employees,438000.0,40.4,38,Yes,53.1,Tier 2 - Warm
PROS-101529,Education,North,1-9 employees,630000.0,11.5,11,Yes,12.4,Tier 3 - Nurture
PROS-101530,Manufacturing,East,1-9 employees,2790000.0,35.9,9,No,20.8,Tier 3 - Nurture
PROS-101531,Manufacturing,West,1-9 employees,1982000.0,33.9,7,Yes,18.4,Tier 3 - Nurture
PROS-101532,Education,Central,10-49 employees,208000.0,37.1,25,No,41.4,Tier 2 - Warm
PROS-101533,Retail Trade,East,1-9 employees,345000.0,26.3,11,No,18.5,Tier 3 - Nurture
PROS-101534,Wholesale Distribution,South,1-9 employees,1230000.0,38.9,24,Yes,33.9,Tier 2 - Warm
PROS-101535,Manufacturing,South,1000+ employees,1076000.0,59.3,4,No,56.4,Tier 2 - Warm
PROS-101536,Retail Trade,South,10-49 employees,230000.0,18.5,28,Yes,36.2,Tier 2 - Warm
PROS-101537,Retail Trade,West,50-249 employees,1663000.0,44.3,8,Yes,38.5,Tier 2 - Warm
PROS-101538,Hospitality,South,1-9 employees,274000.0,56.4,4,No,25.2,Tier 3 - Nurture
PROS-101539,Technology,West,1-9 employees,3061000.0,15.4,3,Yes,7.7,Tier 3 - Nurture
PROS-101540,Healthcare,West,250-999 employees,1306000.0,30.5,31,No,58.5,Tier 2 - Warm
PROS-101541,Professional Services,Central,10-49 employees,210000.0,38.1,38,Yes,52.1,Tier 2 - Warm
PROS-101542,Manufacturing,South,10-49 employees,408000.0,84.5,17,Yes,54.5,Tier 2 - Warm
PROS-101543,Transportation & Logistics,Central,1000+ employees,400000.0,7.0,7,Yes,37.4,Tier 2 - Warm
PROS-101544,Professional Services,East,10-49 employees,870000.0,8.2,33,Yes,36.0,Tier 2 - Warm
PROS-101545,Transportation & Logistics,West,1-9 employees,583000.0,73.3,1,No,29.8,Tier 3 - Nurture
PROS-101546,Technology,West,10-49 employees,207000.0,43.3,13,No,34.5,Tier 2 - Warm
PROS-101547,Wholesale Distribution,Central,1-9 employees,157000.0,13.4,38,No,34.5,Tier 2 - Warm
PROS-101548,Healthcare,East,1-9 employees,1334000.0,25.0,16,No,21.9,Tier 3 - Nurture
PROS-101549,Manufacturing,West,1-9 employees,999000.0,57.6,30,Yes,46.3,Tier 2 - Warm
PROS-101550,Professional Services,South,250-999 employees,819000.0,13.1,15,Yes,38.7,Tier 2 - Warm
PROS-101551,Wholesale Distribution,East,50-249 employees,982000.0,39.05,11,No,38.7,Tier 2 - Warm
PROS-101552,Transportation & Logistics,East,1-9 employees,369000.0,21.7,13,No,18.2,Tier 3 - Nurture
PROS-101553,Technology,West,1-9 employees,893000.0,19.0,35,Yes,34.4,Tier 2 - Warm
PROS-101554,Healthcare,West,50-249 employees,11904000.0,25.0,18,No,38.5,Tier 2 - Warm
PROS-101555,Retail Trade,North,250-999 employees,2655000.0,42.1,34,Yes,65.6,Tier 2 - Warm
PROS-101556,Wholesale Distribution,Central,1-9 employees,531000.0,39.6,39,No,46.0,Tier 2 - Warm
PROS-101557,Hospitality,West,1-9 employees,410000.0,59.8,29,No,46.4,Tier 2 - Warm
PROS-101558,Education,North,250-999 employees,31000.0,62.5,12,Yes,56.6,Tier 2 - Warm
PROS-101559,Wholesale Distribution,Central,250-999 employees,2363000.0,60.5,24,No,65.2,Tier 2 - Warm
PROS-101560,Professional Services,West,250-999 employees,1733000.0,38.0,15,No,48.9,Tier 2 - Warm
PROS-101561,Professional Services,North,1-9 employees,401000.0,44.2,23,Yes,35.3,Tier 2 - Warm
PROS-101562,Professional Services,East,1-9 employees,151000.0,21.9,28,Yes,30.1,Tier 3 - Nurture
PROS-101563,Education,Central,10-49 employees,205000.0,74.8,38,No,67.1,Tier 1 - Priority
PROS-101564,Transportation & Logistics,South,1-9 employees,1189000.0,51.8,31,Yes,44.7,Tier 2 - Warm
PROS-101565,Healthcare,Central,250-999 employees,661000.0,44.8,19,Yes,54.9,Tier 2 - Warm
PROS-101566,Education,East,1-9 employees,1561000.0,26.9,34,Yes,36.9,Tier 2 - Warm
PROS-101567,Technology,South,10-49 employees,802000.0,74.1,32,Yes,62.1,Tier 2 - Warm
PROS-101568,Education,South,250-999 employees,2113000.0,26.8,12,Yes,42.0,Tier 2 - Warm
PROS-101569,Education,East,1000+ employees,1095000.0,62.8,5,No,58.7,Tier 2 - Warm
PROS-101570,Manufacturing,West,50-249 employees,1815000.0,47.5,17,Yes,46.9,Tier 2 - Warm
PROS-101571,Construction,Central,250-999 employees,676000.0,50.0,28,Yes,64.1,Tier 2 - Warm
PROS-101572,Hospitality,North,1-9 employees,188000.0,17.8,10,No,14.2,Tier 3 - Nurture
PROS-101573,Wholesale Distribution,Central,10-49 employees,489000.0,11.4,39,Yes,42.0,Tier 2 - Warm
PROS-101574,Retail Trade,East,1-9 employees,2392000.0,77.2,38,Yes,60.6,Tier 2 - Warm
PROS-101575,Construction,North,1000+ employees,5772000.0,81.9,1,No,63.3,Tier 2 - Warm
PROS-101576,Transportation & Logistics,Central,250-999 employees,609000.0,40.9,16,Yes,50.9,Tier 2 - Warm
PROS-101577,Hospitality,South,1-9 employees,372000.0,25.3,11,Yes,18.1,Tier 3 - Nurture
PROS-101578,Retail Trade,West,1-9 employees,85000.0,52.5,34,No,47.3,Tier 2 - Warm
PROS-101579,Technology,West,10-49 employees,1886000.0,46.0,31,Yes,49.8,Tier 2 - Warm
PROS-101580,Professional Services,North,1-9 employees,398000.0,68.6,27,Yes,48.4,Tier 2 - Warm
PROS-101581,Professional Services,South,50-249 employees,18890000.0,17.5,29,No,44.1,Tier 2 - Warm
PROS-101582,Transportation & Logistics,West,1-9 employees,323000.0,42.1,32,Yes,41.5,Tier 2 - Warm
PROS-101583,Healthcare,South,50-249 employees,7391000.0,31.1,29,No,49.6,Tier 2 - Warm
PROS-101584,Technology,North,10-49 employees,1661000.0,7.4,27,Yes,30.9,Tier 3 - Nurture
PROS-101585,Construction,North,10-49 employees,235000.0,15.1,39,No,43.5,Tier 2 - Warm
PROS-101586,Wholesale Distribution,Central,1-9 employees,942000.0,22.8,22,Yes,25.7,Tier 3 - Nurture
PROS-101587,Manufacturing,North,1000+ employees,1704000.0,36.8,4,Yes,47.2,Tier 2 - Warm
PROS-101588,Wholesale Distribution,North,10-49 employees,569000.0,35.8,17,No,34.6,Tier 2 - Warm
PROS-101589,Manufacturing,East,10-49 employees,1834000.0,34.150000000000006,27,Yes,41.8,Tier 2 - Warm
PROS-101590,Hospitality,North,10-49 employees,1790000.0,42.1,35,Yes,51.4,Tier 2 - Warm
PROS-101591,Construction,West,250-999 employees,1406000.0,73.1,26,No,71.9,Tier 1 - Priority
PROS-101592,Construction,East,50-249 employees,716000.0,2.3,11,No,23.7,Tier 3 - Nurture
PROS-101593,Manufacturing,West,50-249 employees,200000.0,16.3,9,Yes,27.8,Tier 3 - Nurture
PROS-101594,Hospitality,East,10-49 employees,670000.0,67.4,33,No,60.1,Tier 2 - Warm
PROS-101595,Retail Trade,West,250-999 employees,885000.0,38.5,9,Yes,44.4,Tier 2 - Warm
PROS-101596,Technology,West,1-9 employees,93000.0,53.1,2,No,22.3,Tier 3 - Nurture
PROS-101597,Hospitality,East,50-249 employees,879000.0,39.1,26,Yes,50.5,Tier 2 - Warm
PROS-101598,Wholesale Distribution,North,10-49 employees,656000.0,50.7,21,No,43.8,Tier 2 - Warm
PROS-101599,Hospitality,South,10-49 employees,175000.0,45.9,26,Yes,45.8,Tier 2 - Warm
PROS-101600,Construction,North,1000+ employees,506000.0,39.3,18,Yes,59.3,Tier 2 - Warm
PROS-101601,Hospitality,North,1000+ employees,518000.0,18.5,24,Yes,55.6,Tier 2 - Warm
PROS-101602,Wholesale Distribution,South,10-49 employees,6096000.0,11.7,14,Yes,22.4,Tier 3 - Nurture
PROS-101603,Construction,South,10-49 employees,929000.0,14.9,19,No,27.6,Tier 3 - Nurture
PROS-101604,Retail Trade,North,250-999 employees,2280000.0,60.5,7,Yes,51.8,Tier 2 - Warm
PROS-101605,Wholesale Distribution,South,1000+ employees,641000.0,60.5,27,Yes,75.1,Tier 1 - Priority
PROS-101606,Retail Trade,East,50-249 employees,93000.0,74.2,24,Yes,63.3,Tier 2 - Warm
PROS-101607,Transportation & Logistics,North,1-9 employees,1528000.0,41.2,13,Yes,26.1,Tier 3 - Nurture
PROS-101608,Professional Services,South,1-9 employees,354000.0,58.0,23,Yes,40.9,Tier 2 - Warm
PROS-101609,Retail Trade,North,250-999 employees,504000.0,88.8,10,No,65.7,Tier 2 - Warm
PROS-101610,Hospitality,North,50-249 employees,229000.0,79.9,29,Yes,69.6,Tier 1 - Priority
PROS-101611,Retail Trade,North,50-249 employees,790000.0,24.0,24,Yes,42.8,Tier 2 - Warm
PROS-101612,Technology,East,50-249 employees,2354000.0,26.7,26,Yes,45.5,Tier 2 - Warm
PROS-101613,Technology,West,10-49 employees,749000.0,30.2,25,No,38.6,Tier 2 - Warm
PROS-101614,Manufacturing,West,10-49 employees,4176000.0,14.8,33,No,38.6,Tier 2 - Warm
PROS-101615,Retail Trade,West,50-249 employees,4880000.0,34.7,32,Yes,53.5,Tier 2 - Warm
PROS-101616,Hospitality,West,1-9 employees,77000.0,27.8,11,Yes,19.1,Tier 3 - Nurture
PROS-101617,Transportation & Logistics,Central,50-249 employees,196000.0,26.9,17,No,38.5,Tier 2 - Warm
PROS-101618,Retail Trade,South,50-249 employees,100000.0,88.9,22,Yes,67.7,Tier 1 - Priority
PROS-101619,Education,West,50-249 employees,1462000.0,29.7,30,No,49.9,Tier 2 - Warm
PROS-101620,Professional Services,Central,1-9 employees,340000.0,88.5,2,Yes,36.8,Tier 2 - Warm
PROS-101621,Manufacturing,East,50-249 employees,426000.0,15.6,36,No,48.8,Tier 2 - Warm
PROS-101622,Education,Central,1-9 employees,575000.0,20.7,13,No,17.8,Tier 3 - Nurture
PROS-101623,Manufacturing,North,1-9 employees,1111000.0,65.7,17,Yes,39.3,Tier 2 - Warm
PROS-101624,Transportation & Logistics,Central,10-49 employees,142000.0,46.1,11,Yes,34.1,Tier 2 - Warm
PROS-101625,Education,East,1-9 employees,724000.0,61.8,22,Yes,41.7,Tier 2 - Warm
PROS-101626,Transportation & Logistics,South,250-999 employees,730000.0,49.5,11,No,50.5,Tier 2 - Warm
PROS-101627,Transportation & Logistics,North,250-999 employees,2727000.0,29.1,36,Yes,61.9,Tier 2 - Warm
PROS-101628,Construction,West,1-9 employees,709000.0,15.7,13,Yes,15.7,Tier 3 - Nurture
PROS-101629,Retail Trade,East,50-249 employees,738500.0,38.7,12,No,39.3,Tier 2 - Warm
PROS-101630,Transportation & Logistics,South,10-49 employees,69000.0,40.8,1,No,24.0,Tier 3 - Nurture
PROS-101631,Wholesale Distribution,South,50-249 employees,2080000.0,0.8,29,Yes,37.3,Tier 2 - Warm
PROS-101632,Manufacturing,Central,250-999 employees,325000.0,40.4,36,Yes,66.5,Tier 1 - Priority
PROS-101633,Wholesale Distribution,East,10-49 employees,206000.0,73.4,23,Yes,54.7,Tier 2 - Warm
PROS-101634,Healthcare,North,1-9 employees,111000.0,33.849999999999994,36,Yes,41.3,Tier 2 - Warm
PROS-101635,Transportation & Logistics,South,1-9 employees,150000.0,30.1,17,Yes,24.8,Tier 3 - Nurture
PROS-101636,Retail Trade,North,10-49 employees,253000.0,15.5,28,No,35.0,Tier 2 - Warm
PROS-101637,Technology,West,250-999 employees,561000.0,40.099999999999994,34,No,64.8,Tier 2 - Warm
