customer_id,source_prospect_id,industry,region,company_size_band,est_annual_revenue,digital_engagement_score,years_in_business,existing_bank_relationship,acquisition_date,credit_line
CUST-200464,PROS-103773,Retail Trade,North,10-49 employees,1037000.0,,11,No,2025-08-30,11000.0
CUST-200465,PROS-103510,Education,South,10-49 employees,880000.0,60.9,8,Yes,2025-12-22,25000.0
CUST-200466,PROS-105408,Transportation & Logistics,West,10-49 employees,1419000.0,50.7,33,Yes,2025-02-04,7000.0
CUST-200467,PROS-100279,MANUFACTURING,South,1-9 employees,261000.0,10.7,10,Yes,2025-04-12,19000.0
CUST-200468,PROS-101685,Transportation & Logistics,West,50-249 employees,549000.0,14.6,4,Yes,2025-01-29,20000.0
CUST-200469,PROS-105717,Hospitality,East,50-249 employees,567000.0,34.2,26,No,2025-06-17,15000.0
CUST-200470,PROS-105347,Healthcare,East,1-9 employees,947000.0,30.9,15,Yes,2025-11-11,11000.0
CUST-200471,PROS-102732,Education,South,10-49 employees,358000.0,66.9,22,No,2025-07-16,5000.0
CUST-200472,PROS-103731,Wholesale Distribution,North,10-49 employees,959000.0,30.2,25,Yes,2025-07-26,19000.0
CUST-200473,PROS-101665,Construction,East,10-49 employees,,44.8,17,No,2025-04-04,5000.0
CUST-200474,PROS-101138,Hospitality,South,50-249 employees,448000.0,,39,Yes,2025-04-21,14000.0
CUST-200475,PROS-102784,Education,South,50-249 employees,120000.0,54.8,17,Yes,2025-08-11,13000.0
CUST-200476,PROS-102109,Professional Services,Central,10-49 employees,253000.0,48.4,18,Yes,2025-01-15,21000.0
CUST-200477,PROS-103507,Wholesale Distribution,East,1-9 employees,282000.0,55.0,8,No,2025-06-27,7000.0
CUST-200478,PROS-100483,Hospitality,East,50-249 employees,5277000.0,55.6,23,No,2026-01-29,7000.0
CUST-200479,PROS-105849,Manufacturing,East,1-9 employees,496000.0,72.9,11,Yes,2025-08-17,18000.0
CUST-200480,PROS-105916,Construction,East,50-249 employees,1467000.0,21.2,5,No,2025-02-08,12000.0
CUST-200481,PROS-104211,Hospitality,East,10-49 employees,11986000.0,29.6,26,No,2025-06-17,3000.0
CUST-200482,PROS-103222,Hospitality,East,1-9 employees,235000.0,33.0,11,No,2025-05-26,13000.0
CUST-200483,PROS-101856,Construction,North,1-9 employees,647000.0,7.5,38,Yes,2025-10-07,39000.0
CUST-200484,PROS-104889,Healthcare,Central,1-9 employees,2020000.0,16.2,1,Yes,2025-09-30,18000.0
CUST-200485,PROS-104128,Transportation & Logistics,South,1-9 employees,31000.0,35.1,4,No,2026-01-27,6000.0
CUST-200486,PROS-100978,Construction,West,50-249 employees,507000.0,29.0,15,Yes,2025-09-07,17000.0
CUST-200487,PROS-105468,Transportation & Logistics,West,50-249 employees,1103000.0,45.6,28,No,2025-04-05,24000.0
CUST-200488,PROS-105713,Technology,East,10-49 employees,357000.0,31.1,12,No,2025-02-20,4000.0
CUST-200489,PROS-104371,Retail Trade,Central,1-9 employees,2226000.0,51.9,1,Yes,2025-03-05,11000.0
CUST-200490,PROS-103690,Healthcare,North,10-49 employees,388000.0,50.9,28,Yes,2025-09-06,29000.0
CUST-200491,PROS-102500,Technology,South,1-9 employees,4233000.0,74.9,14,Yes,2025-08-27,5000.0
CUST-200492,PROS-105604,Technology,West,1-9 employees,778000.0,32.3,15,No,2025-05-15,11000.0
CUST-200493,PROS-105201,Healthcare,East,1-9 employees,713000.0,20.9,30,Yes,2025-10-22,11000.0
CUST-200494,PROS-100276,Healthcare,North,1-9 employees,995000.0,43.1,30,Yes,2025-03-10,10000.0
CUST-200495,PROS-100159,Hospitality,South,250-999 employees,512000.0,24.3,28,No,2025-10-13,30000.0
CUST-200496,PROS-102256,Hospitality,East,50-249 employees,85000.0,49.9,18,Yes,2025-09-04,27000.0
CUST-200497,PROS-104873,Transportation & Logistics,Central,1-9 employees,207000.0,68.2,39,Yes,2025-03-12,11000.0
CUST-200498,PROS-105922,Technology,North,50-249 employees,1108000.0,38.1,38,Yes,2025-12-27,7000.0
CUST-200499,PROS-100898,Manufacturing,Central,10-49 employees,,63.0,14,Yes,2025-12-14,28000.0
CUST-200500,PROS-103568,Hospitality,South,1-9 employees,192000.0,72.4,21,Yes,2025-10-28,21000.0
CUST-200501,PROS-102278,Construction,North,250-999 employees,988000.0,38.2,35,No,2025-09-23,13000.0
CUST-200502,PROS-105058,Professional Services,Central,250-999 employees,3133000.0,37.4,25,Yes,2025-03-06,19000.0
CUST-200503,PROS-105038,Education,West,10-49 employees,2812000.0,74.6,25,No,2026-01-22,19000.0
CUST-200504,PROS-102476,Transportation & Logistics,East,50-249 employees,1804000.0,25.5,30,No,2025-03-11,7000.0
CUST-200505,PROS-101641,Manufacturing,West,250-999 employees,8404000.0,59.7,2,Yes,2025-11-19,9000.0
CUST-200506,PROS-105194,Construction,North,10-49 employees,,20.4,13,Yes,2025-07-07,13000.0
CUST-200507,PROS-104885,Professional Services,Central,1-9 employees,337000.0,34.9,16,Yes,2025-09-25,4000.0
CUST-200508,PROS-105998,Hospitality,South,50-249 employees,383000.0,59.5,17,No,2025-01-09,10000.0
CUST-200509,PROS-105980,Technology,West,10-49 employees,365000.0,57.5,21,Yes,2025-05-07,8000.0
CUST-200510,PROS-104625,Construction,South,50-249 employees,332000.0,57.7,24,Yes,2025-01-09,14000.0
CUST-200511,PROS-105678,Technology,North,10-49 employees,500000.0,44.4,3,Yes,2025-10-19,6000.0
CUST-200512,PROS-105102,Professional Services,Central,50-249 employees,576000.0,32.2,10,Yes,2025-04-11,17000.0
CUST-200513,PROS-101484,Healthcare,North,1-9 employees,499000.0,73.2,8,Yes,2025-05-06,15000.0
CUST-200514,PROS-102702,Professional Services,Central,1-9 employees,1546000.0,68.8,4,No,2025-02-12,12000.0
CUST-200515,PROS-100776,Healthcare,East,10-49 employees,,71.7,28,Yes,2025-02-22,17000.0
CUST-200516,PROS-105737,Education,North,50-249 employees,457000.0,16.6,25,No,2025-08-07,19000.0
CUST-200517,PROS-103645,Transportation & Logistics,West,10-49 employees,310000.0,21.1,37,Yes,2025-05-17,11000.0
CUST-200518,PROS-104051,Construction,West,1-9 employees,159000.0,62.0,30,Yes,2025-01-18,13000.0
CUST-200519,PROS-103717,PROFESSIONAL SERVICES,North,1-9 employees,603000.0,54.6,1,Yes,2025-12-02,8000.0
CUST-200520,PROS-102140,Hospitality,West,1-9 employees,2256000.0,77.0,37,Yes,2025-04-08,8000.0
CUST-200521,PROS-104050,Construction,South,1-9 employees,1116000.0,49.0,6,No,2025-01-18,34000.0
CUST-200522,PROS-103130,Construction,East,1-9 employees,727000.0,30.4,17,No,2025-01-24,11000.0
CUST-200523,PROS-104646,Hospitality,South,10-49 employees,710000.0,68.4,30,Yes,2025-06-12,13000.0
CUST-200524,PROS-103129,Hospitality,North,10-49 employees,492000.0,22.1,30,Yes,2025-08-01,12000.0
CUST-200525,PROS-105117,Healthcare,West,10-49 employees,3526000.0,42.5,15,Yes,2025-02-21,16000.0
CUST-200526,PROS-103317,Construction,East,1-9 employees,,17.5,6,Yes,2025-05-22,9000.0
CUST-200527,PROS-103369,Retail Trade,Central,50-249 employees,315000.0,62.3,3,No,2025-05-19,10000.0
CUST-200528,PROS-105262,Transportation & Logistics,West,10-49 employees,2965000.0,73.6,28,Yes,2025-02-03,23000.0
CUST-200529,PROS-102409,Manufacturing,West,50-249 employees,1391000.0,63.5,23,Yes,2025-09-18,5000.0
CUST-200530,PROS-100802,Transportation & Logistics,East,10-49 employees,4259000.0,,38,Yes,2025-05-22,14000.0
CUST-200531,PROS-100174,Technology,East,10-49 employees,2653000.0,47.5,33,Yes,2025-10-08,8000.0
CUST-200532,PROS-104543,Technology,Central,50-249 employees,303000.0,90.1,37,No,2025-01-01,4000.0
CUST-200533,PROS-103733,Education,South,1-9 employees,642000.0,50.3,13,No,2025-01-14,12000.0
CUST-200534,PROS-104239,Professional Services,East,10-49 employees,1427000.0,,14,Yes,2025-11-27,6000.0
CUST-200535,PROS-101283,Wholesale Distribution,North,1-9 employees,1913000.0,24.8,2,Yes,2025-05-11,6000.0
CUST-200536,PROS-100816,Manufacturing,Central,10-49 employees,1169000.0,87.5,5,Yes,2025-05-26,63000.0
CUST-200537,PROS-100086,Manufacturing,East,10-49 employees,,7.9,37,Yes,2025-06-17,18000.0
CUST-200538,PROS-102095,Hospitality,South,250-999 employees,2491000.0,35.4,19,Yes,2025-09-24,18000.0
CUST-200539,PROS-103542,Manufacturing,South,10-49 employees,392000.0,,36,No,2025-10-12,12000.0
CUST-200540,PROS-102347,Hospitality,South,1-9 employees,1025000.0,66.7,1,Yes,2025-10-11,6000.0
CUST-200541,PROS-102620,Wholesale Distribution,North,250-999 employees,3628000.0,52.1,32,Yes,2025-12-16,12000.0
CUST-200542,PROS-105427,Retail Trade,West,1-9 employees,593000.0,60.6,38,Yes,2025-08-10,10000.0
CUST-200543,PROS-102083,TECHNOLOGY,West,10-49 employees,1270000.0,38.3,12,No,2025-04-11,4000.0
CUST-200544,PROS-103092,Hospitality,West,1-9 employees,360000.0,42.1,25,No,2025-08-24,39000.0
CUST-200545,PROS-104713,Healthcare,East,1-9 employees,673000.0,71.7,18,No,2025-04-27,12000.0
CUST-200546,PROS-102371,Wholesale Distribution,Central,10-49 employees,3594000.0,13.1,16,Yes,2025-06-21,8000.0
CUST-200547,PROS-103744,Professional Services,East,50-249 employees,1180000.0,19.4,22,No,2025-01-12,14000.0
CUST-200548,PROS-105181,HOSPITALITY,East,1-9 employees,2535000.0,55.8,31,Yes,2025-06-12,5000.0
CUST-200549,PROS-105711,Education,Central,1-9 employees,526000.0,63.1,12,No,2025-08-28,7000.0
CUST-200550,PROS-100882,Healthcare,West,10-49 employees,150000.0,80.4,33,No,2025-05-03,33000.0
CUST-200551,PROS-105566,Professional Services,North,10-49 employees,597000.0,70.8,6,No,2025-02-13,9000.0
CUST-200552,PROS-102960,Education,East,1-9 employees,237000.0,41.3,35,Yes,2025-01-29,13000.0
CUST-200553,PROS-101557,Hospitality,West,1-9 employees,410000.0,59.8,29,No,2025-02-17,14000.0
CUST-200554,PROS-102754,Education,West,1-9 employees,1067000.0,21.0,34,Yes,2025-05-20,12000.0
CUST-200555,PROS-105878,Technology,Central,1-9 employees,2009000.0,53.0,31,Yes,2026-02-03,9000.0
CUST-200556,PROS-101441,Transportation & Logistics,West,50-249 employees,336000.0,63.6,25,Yes,2025-07-05,52000.0
CUST-200557,PROS-100472,Healthcare,East,1000+ employees,1160000.0,51.3,37,Yes,2025-12-30,8000.0
CUST-200558,PROS-100775,Education,Central,10-49 employees,381000.0,57.5,18,Yes,2025-02-23,7000.0
CUST-200559,PROS-100771,Education,West,10-49 employees,7623000.0,18.8,35,Yes,2026-01-24,17000.0
CUST-200560,PROS-100908,Construction,North,1000+ employees,3166000.0,52.6,38,No,2025-12-30,6000.0
CUST-200561,PROS-100832,Healthcare,East,1-9 employees,344000.0,49.0,12,No,2025-02-04,24000.0
CUST-200562,PROS-103852,Retail Trade,Central,10-49 employees,606000.0,68.2,13,No,2025-01-04,11000.0
CUST-200563,PROS-102067,Education,East,10-49 employees,319000.0,67.1,29,Yes,2025-09-15,14000.0
CUST-200564,PROS-105380,Retail Trade,South,10-49 employees,2414000.0,62.9,2,Yes,2025-03-31,15000.0
CUST-200565,PROS-104022,Transportation & Logistics,West,1-9 employees,,70.0,13,Yes,2025-09-14,10000.0
CUST-200566,PROS-101037,Manufacturing,East,50-249 employees,3436000.0,50.6,26,Yes,2025-09-29,23000.0
CUST-200567,PROS-101162,Wholesale Distribution,West,10-49 employees,4007000.0,43.3,13,Yes,2025-01-26,19000.0
CUST-200568,PROS-100251,Healthcare,North,1-9 employees,942000.0,43.0,39,No,2025-11-26,18000.0
CUST-200569,PROS-101020,Manufacturing,East,1000+ employees,488000.0,50.8,24,No,2025-12-13,5000.0
CUST-200570,PROS-101068,CONSTRUCTION,West,10-49 employees,670000.0,43.2,6,No,2025-07-09,10000.0
CUST-200571,PROS-100551,Construction,Central,1-9 employees,568000.0,55.9,39,No,2026-01-08,12000.0
CUST-200572,PROS-100732,Education,East,250-999 employees,299000.0,,21,No,2025-08-24,37000.0
CUST-200573,PROS-102763,Manufacturing,South,50-249 employees,322000.0,,30,No,2025-10-20,5000.0
CUST-200574,PROS-101246,Wholesale Distribution,North,250-999 employees,318000.0,43.0,12,No,2025-04-20,9000.0
CUST-200575,PROS-102181,Professional Services,North,50-249 employees,3083000.0,28.9,39,Yes,2025-09-11,25000.0
CUST-200576,PROS-103027,Hospitality,North,50-249 employees,8956000.0,10.3,24,Yes,2026-01-17,7000.0
CUST-200577,PROS-104165,Technology,East,1000+ employees,727000.0,41.0,27,No,2025-11-07,9000.0
CUST-200578,PROS-100242,Manufacturing,Central,1-9 employees,160000.0,55.6,7,No,2025-09-15,36000.0
CUST-200579,PROS-104808,Construction,North,1-9 employees,3112000.0,47.4,27,Yes,2025-06-12,16000.0
CUST-200580,PROS-103775,Retail Trade,West,1-9 employees,533000.0,74.4,24,Yes,2025-02-22,22000.0
CUST-200581,PROS-100509,Professional Services,North,10-49 employees,261000.0,54.3,14,Yes,2025-05-17,20000.0
CUST-200582,PROS-105244,Construction,East,50-249 employees,359000.0,50.9,29,No,2025-10-22,14000.0
CUST-200583,PROS-105533,Healthcare,South,50-249 employees,222000.0,68.0,21,Yes,2025-07-30,14000.0
CUST-200584,PROS-100381,Education,North,250-999 employees,717000.0,71.5,5,Yes,2025-02-21,22000.0
CUST-200585,PROS-101662,Retail Trade,East,50-249 employees,65000.0,24.8,2,Yes,2025-04-05,8000.0
CUST-200586,PROS-104850,Education,North,10-49 employees,427000.0,51.3,29,No,2025-06-11,37000.0
CUST-200587,PROS-104504,Manufacturing,South,50-249 employees,175000.0,72.1,2,No,2025-01-19,9000.0
CUST-200588,PROS-101115,Healthcare,Central,250-999 employees,341000.0,84.9,19,No,2025-07-16,24000.0
CUST-200589,PROS-101264,Professional Services,East,10-49 employees,595000.0,62.4,2,Yes,2026-01-01,18000.0
CUST-200590,PROS-102917,Education,North,1-9 employees,252000.0,28.7,14,No,2025-10-16,9000.0
CUST-200591,PROS-102205,Hospitality,East,10-49 employees,683000.0,52.9,16,No,2026-01-10,17000.0
CUST-200592,PROS-102775,Construction,North,1-9 employees,4202000.0,74.6,12,No,2026-02-03,14000.0
CUST-200593,PROS-104499,Construction,Central,50-249 employees,673000.0,88.7,3,Yes,2025-01-22,4000.0
CUST-200594,PROS-100223,Professional Services,South,1-9 employees,5786000.0,51.4,2,No,2025-05-29,12000.0
CUST-200595,PROS-101517,Manufacturing,Central,50-249 employees,1008000.0,27.2,3,No,2025-03-22,6000.0
CUST-200596,PROS-105372,Construction,West,1-9 employees,360000.0,77.9,11,Yes,2025-09-28,18000.0
CUST-200597,PROS-103079,Healthcare,South,1-9 employees,334000.0,37.2,3,No,2025-01-15,12000.0
CUST-200598,PROS-103201,Education,West,1000+ employees,4734000.0,89.0,8,Yes,2025-09-26,22000.0
CUST-200599,PROS-100654,TRANSPORTATION & LOGISTICS,North,10-49 employees,365000.0,30.1,16,Yes,2025-06-04,8000.0
CUST-200600,PROS-102686,Professional Services,North,50-249 employees,618000.0,33.1,6,No,2025-03-15,6000.0
CUST-200601,PROS-103202,Hospitality,South,10-49 employees,563000.0,93.5,23,Yes,2025-03-25,7000.0
CUST-200602,PROS-101455,Manufacturing,South,10-49 employees,6396000.0,19.3,14,Yes,2025-09-15,44000.0
CUST-200603,PROS-101617,TRANSPORTATION & LOGISTICS,Central,50-249 employees,196000.0,26.9,17,No,2025-07-09,82000.0
CUST-200604,PROS-102260,Manufacturing,West,10-49 employees,104000.0,53.5,1,No,2025-12-18,44000.0
CUST-200605,PROS-100120,Healthcare,South,1-9 employees,533000.0,49.0,12,Yes,2026-01-27,5000.0
CUST-200606,PROS-101931,Healthcare,North,10-49 employees,3329000.0,12.0,32,Yes,2025-08-11,5000.0
CUST-200607,PROS-101276,Technology,South,10-49 employees,,26.7,2,Yes,2025-10-03,7000.0
CUST-200608,PROS-101964,Wholesale Distribution,North,1-9 employees,1208000.0,44.2,15,Yes,2025-07-11,21000.0
CUST-200609,PROS-100726,Hospitality,Central,1-9 employees,178000.0,21.7,27,No,2025-06-06,47000.0
CUST-200610,PROS-105349,Transportation & Logistics,East,1000+ employees,407000.0,50.0,1,No,2025-09-17,22000.0
CUST-200611,PROS-103564,Hospitality,Central,50-249 employees,523000.0,46.2,12,Yes,2025-01-06,14000.0
CUST-200612,PROS-104091,Manufacturing,Central,1-9 employees,515000.0,49.8,6,Yes,2025-11-19,7000.0
CUST-200613,PROS-104750,MANUFACTURING,East,1-9 employees,1841000.0,26.1,35,Yes,2025-10-01,11000.0
CUST-200614,PROS-102997,Construction,Central,10-49 employees,218000.0,9.0,2,Yes,2025-04-01,14000.0
CUST-200615,PROS-100539,Manufacturing,North,50-249 employees,5819000.0,46.2,14,Yes,2025-01-02,22000.0
CUST-200616,PROS-103228,Hospitality,Central,50-249 employees,214000.0,8.2,36,Yes,2025-03-07,9000.0
CUST-200617,PROS-103524,Professional Services,East,1-9 employees,1447000.0,39.5,5,Yes,2025-10-08,16000.0
CUST-200618,PROS-104486,Transportation & Logistics,Central,1-9 employees,4204000.0,48.9,7,No,2025-09-18,15000.0
CUST-200619,PROS-102583,Technology,North,1-9 employees,1744000.0,33.0,9,No,2025-09-24,14000.0
CUST-200620,PROS-100767,Healthcare,East,10-49 employees,2032000.0,43.3,15,No,2025-01-14,10000.0
CUST-200621,PROS-101698,Construction,North,1-9 employees,788000.0,52.1,25,No,2025-01-07,14000.0
CUST-200622,PROS-102172,Education,South,10-49 employees,2163000.0,27.0,25,Yes,2025-11-27,12000.0
CUST-200623,PROS-103885,Healthcare,East,250-999 employees,289000.0,16.7,12,No,2025-07-01,8000.0
CUST-200624,PROS-103434,Professional Services,East,50-249 employees,1420000.0,30.8,9,Yes,2025-05-01,22000.0
CUST-200625,PROS-102126,Construction,East,10-49 employees,2038000.0,18.6,8,No,2025-02-01,34000.0
CUST-200626,PROS-105917,Professional Services,West,50-249 employees,,58.1,32,Yes,2025-02-14,14000.0
CUST-200627,PROS-103643,Healthcare,South,1-9 employees,629000.0,42.6,27,No,2025-10-24,12000.0
CUST-200628,PROS-100624,Technology,East,1-9 employees,153000.0,67.7,29,Yes,2025-11-02,21000.0
CUST-200629,PROS-100914,Transportation & Logistics,North,50-249 employees,7499000.0,47.6,26,No,2025-04-23,14000.0
CUST-200630,PROS-101477,Construction,West,1-9 employees,117000.0,8.7,38,Yes,2025-03-31,26000.0
CUST-200631,PROS-100967,Construction,East,1-9 employees,1639000.0,,16,Yes,2025-05-01,14000.0
CUST-200632,PROS-101705,Wholesale Distribution,South,10-49 employees,1770000.0,67.5,7,Yes,2025-06-10,18000.0
CUST-200633,PROS-101044,Hospitality,Central,1000+ employees,725000.0,,8,No,2025-12-06,37000.0
CUST-200634,PROS-100500,Retail Trade,North,250-999 employees,227000.0,61.0,18,No,2025-06-15,28000.0
CUST-200635,PROS-103155,Wholesale Distribution,North,250-999 employees,1051000.0,23.2,38,Yes,2025-11-05,12000.0
CUST-200636,PROS-105892,Retail Trade,North,10-49 employees,1249000.0,65.9,10,Yes,2025-11-25,25000.0
CUST-200637,PROS-100680,Hospitality,North,50-249 employees,805000.0,69.7,3,Yes,2025-08-27,7000.0
CUST-200638,PROS-102378,Education,Central,10-49 employees,3071000.0,78.1,25,No,2025-04-16,11000.0
CUST-200639,PROS-105823,Retail Trade,North,50-249 employees,1241000.0,,19,Yes,2026-01-30,22000.0
CUST-200640,PROS-105198,TRANSPORTATION & LOGISTICS,East,1-9 employees,1016000.0,1.9,30,Yes,2025-09-11,33000.0
CUST-200641,PROS-104909,TECHNOLOGY,Central,250-999 employees,230000.0,34.6,24,Yes,2025-10-05,8000.0
CUST-200642,PROS-101030,Healthcare,Central,1-9 employees,99000.0,39.5,33,Yes,2026-02-04,13000.0
CUST-200643,PROS-104030,Transportation & Logistics,North,10-49 employees,427000.0,23.0,19,Yes,2025-09-02,13000.0
CUST-200644,PROS-105583,Manufacturing,West,10-49 employees,587000.0,88.8,17,No,2025-08-28,12000.0
CUST-200645,PROS-103440,Education,East,10-49 employees,1065000.0,38.0,5,Yes,2025-11-28,6000.0
CUST-200646,PROS-101680,Education,South,1000+ employees,245000.0,66.6,12,No,2025-02-26,18000.0
CUST-200647,PROS-104627,Retail Trade,West,1-9 employees,158000.0,77.3,9,No,2026-01-21,6000.0
CUST-200648,PROS-101132,Hospitality,West,1-9 employees,2276000.0,19.0,37,No,2025-04-24,26000.0
CUST-200649,PROS-101939,Professional Services,North,10-49 employees,617000.0,58.9,35,Yes,2026-01-23,30000.0
CUST-200650,PROS-102543,Construction,East,1000+ employees,511000.0,61.3,16,Yes,2025-08-03,9000.0
CUST-200651,PROS-103052,Hospitality,North,250-999 employees,410000.0,,17,Yes,2025-12-19,6000.0
CUST-200652,PROS-100695,Professional Services,East,1-9 employees,210000.0,60.6,17,No,2025-05-09,13000.0
CUST-200653,PROS-103673,Manufacturing,North,10-49 employees,1998000.0,43.0,39,Yes,2025-10-31,9000.0
CUST-200654,PROS-101726,Education,North,1-9 employees,1996000.0,48.1,20,Yes,2025-07-26,11000.0
CUST-200655,PROS-103493,Hospitality,East,10-49 employees,367000.0,43.4,18,Yes,2025-09-16,14000.0
CUST-200656,PROS-100923,Retail Trade,West,10-49 employees,1661000.0,51.0,37,No,2025-08-06,7000.0
CUST-200657,PROS-102894,Professional Services,East,10-49 employees,258000.0,48.1,29,Yes,2026-01-30,36000.0
CUST-200658,PROS-100319,Hospitality,South,10-49 employees,78000.0,52.2,19,No,2025-10-22,9000.0
CUST-200659,PROS-102016,Healthcare,East,50-249 employees,,43.0,5,Yes,2025-04-11,23000.0
CUST-200660,PROS-100804,Hospitality,East,250-999 employees,1746000.0,7.8,31,Yes,2025-09-07,7000.0
CUST-200661,PROS-100396,Manufacturing,East,50-249 employees,312000.0,41.3,27,No,2025-05-27,13000.0
CUST-200662,PROS-101933,Education,East,1-9 employees,408000.0,53.5,17,Yes,2025-10-07,17000.0
CUST-200663,PROS-104869,Technology,West,1000+ employees,1138000.0,25.8,37,Yes,2025-07-11,14000.0
CUST-200664,PROS-101532,Education,Central,10-49 employees,208000.0,37.1,25,No,2025-03-29,11000.0
CUST-200665,PROS-104106,Retail Trade,West,1-9 employees,887000.0,79.1,26,No,2025-03-31,9000.0
CUST-200666,PROS-104572,Healthcare,North,10-49 employees,1641000.0,20.5,11,No,2025-06-19,10000.0
CUST-200667,PROS-103575,Technology,West,10-49 employees,410000.0,79.5,16,Yes,2025-07-13,8000.0
CUST-200668,PROS-102834,Construction,Central,10-49 employees,907000.0,58.5,20,No,2025-11-27,16000.0
CUST-200669,PROS-102458,Healthcare,East,50-249 employees,630000.0,60.0,1,No,2025-09-13,40000.0
CUST-200670,PROS-102086,Hospitality,West,250-999 employees,542000.0,60.1,13,Yes,2025-10-28,16000.0
CUST-200671,PROS-104992,Education,Central,10-49 employees,1510000.0,,16,Yes,2025-03-01,19000.0
CUST-200672,PROS-105801,Construction,Central,10-49 employees,1505000.0,,28,Yes,2025-03-14,25000.0
CUST-200673,PROS-100750,Education,West,1-9 employees,1540000.0,27.6,28,No,2025-01-15,10000.0
CUST-200674,PROS-104406,Professional Services,South,50-249 employees,1921000.0,,7,Yes,2025-01-26,4000.0
CUST-200675,PROS-105638,Retail Trade,South,250-999 employees,373000.0,,31,No,2025-02-28,13000.0
CUST-200676,PROS-101096,Wholesale Distribution,North,10-49 employees,1121000.0,,17,Yes,2025-09-19,22000.0
CUST-200677,PROS-100415,Technology,North,1-9 employees,622000.0,45.0,18,Yes,2025-07-02,44000.0
CUST-200678,PROS-104461,Construction,Central,50-249 employees,109000.0,42.4,31,No,2025-06-27,7000.0
CUST-200679,PROS-103457,Manufacturing,West,1-9 employees,385000.0,33.7,23,Yes,2025-10-23,25000.0
CUST-200680,PROS-105057,Wholesale Distribution,Central,1-9 employees,1076000.0,54.0,27,No,2025-06-14,15000.0
CUST-200681,PROS-100837,Retail Trade,North,10-49 employees,482000.0,4.7,14,Yes,2025-01-03,10000.0
CUST-200682,PROS-101220,Technology,South,1-9 employees,132000.0,,31,Yes,2025-01-11,7000.0
CUST-200683,PROS-100986,Technology,East,10-49 employees,4355000.0,50.2,39,Yes,2025-03-13,9000.0
CUST-200684,PROS-100990,Construction,East,1-9 employees,345000.0,59.7,6,No,2025-06-02,18000.0
CUST-200685,PROS-104894,Healthcare,East,50-249 employees,59000.0,25.0,35,Yes,2025-12-20,27000.0
CUST-200686,PROS-104011,Wholesale Distribution,East,10-49 employees,1344000.0,80.9,37,Yes,2025-03-13,2000.0
CUST-200687,PROS-102143,Technology,West,1-9 employees,646000.0,32.4,13,No,2025-10-21,18000.0
CUST-200688,PROS-102348,Professional Services,West,1-9 employees,486000.0,41.7,26,Yes,2025-01-14,9000.0
CUST-200689,PROS-104907,Hospitality,North,1-9 employees,149000.0,30.8,9,Yes,2025-02-13,10000.0
CUST-200690,PROS-102633,Transportation & Logistics,Central,10-49 employees,1782000.0,,6,Yes,2025-06-09,17000.0
CUST-200691,PROS-102258,Manufacturing,East,50-249 employees,2973000.0,41.5,1,Yes,2025-09-12,42000.0
CUST-200692,PROS-102776,Transportation & Logistics,Central,10-49 employees,2125000.0,29.4,29,Yes,2025-11-26,8000.0
CUST-200693,PROS-101804,Retail Trade,West,1-9 employees,4236000.0,43.4,26,Yes,2025-10-24,12000.0
CUST-200694,PROS-101392,Education,South,1-9 employees,1893000.0,88.1,2,Yes,2025-12-23,5000.0
CUST-200695,PROS-105400,Wholesale Distribution,South,50-249 employees,336000.0,6.6,18,Yes,2025-06-23,17000.0
CUST-200696,PROS-102295,Wholesale Distribution,West,10-49 employees,947000.0,,7,Yes,2025-04-06,8000.0
CUST-200697,PROS-103267,Technology,South,250-999 employees,3301000.0,52.0,5,No,2025-06-18,34000.0
CUST-200698,PROS-105442,Education,South,1-9 employees,2731000.0,26.9,15,No,2025-04-20,16000.0
CUST-200699,PROS-103756,Technology,South,50-249 employees,189000.0,52.8,8,Yes,2025-05-23,11000.0
CUST-200700,PROS-100709,Healthcare,East,1-9 employees,2722000.0,37.2,38,Yes,2025-02-09,11000.0
CUST-200701,PROS-105648,Education,East,1-9 employees,281000.0,28.3,2,Yes,2025-11-04,16000.0
CUST-200702,PROS-103774,Healthcare,North,50-249 employees,215000.0,20.5,18,Yes,2025-12-30,20000.0
CUST-200703,PROS-102006,Healthcare,East,10-49 employees,236000.0,51.6,6,No,2025-02-08,6000.0
CUST-200704,PROS-104777,Hospitality,East,10-49 employees,879000.0,73.1,26,Yes,2025-01-27,12000.0
CUST-200705,PROS-103205,Technology,Central,50-249 employees,6269000.0,71.4,36,Yes,2025-11-18,13000.0
CUST-200706,PROS-105366,Manufacturing,West,1-9 employees,146000.0,76.1,18,Yes,2026-01-10,15000.0
CUST-200707,PROS-104745,Construction,North,10-49 employees,319000.0,28.1,35,No,2025-01-07,29000.0
CUST-200708,PROS-100907,Retail Trade,North,50-249 employees,1339000.0,81.5,28,No,2025-09-14,5000.0
CUST-200709,PROS-101490,Professional Services,North,250-999 employees,285000.0,41.2,4,No,2025-06-15,23000.0
CUST-200710,PROS-104478,Wholesale Distribution,West,1-9 employees,58000.0,30.5,34,No,2025-11-11,16000.0
CUST-200711,PROS-100204,HEALTHCARE,North,1-9 employees,972000.0,50.0,34,No,2025-07-26,9000.0
CUST-200712,PROS-103425,Education,West,50-249 employees,428000.0,,26,No,2025-03-29,21000.0
CUST-200713,PROS-104584,Transportation & Logistics,East,10-49 employees,521000.0,82.1,8,Yes,2025-04-27,10000.0
