customer_id,txn_date,spend_category,amount
CUST-200644,2026-06-07,Utilities,317.22
CUST-200644,2026-05-25,Meetings & Events,264.7
CUST-200644,2026-07-07,Office Supplies,221.08
CUST-200644,2026-08-13,Office Supplies,105.57
CUST-200645,2026-06-18,Office Supplies,434.04
CUST-200645,2026-05-15,Software & SaaS,354.11
CUST-200645,2026-08-14,Meetings & Events,390.57
CUST-200645,2026-08-25,Meetings & Events,362.55
CUST-200645,2026-04-14,Software & SaaS,405.24
CUST-200645,2026-05-31,Professional Fees,297.08
CUST-200645,2026-08-20,Fuel & Fleet,283.17
CUST-200645,2026-06-25,Utilities,228.3
CUST-200645,2026-05-18,Travel,414.82
CUST-200645,2026-03-03,Travel,60.55
CUST-200645,2026-04-05,Office Supplies,310.06
CUST-200645,2026-03-11,Office Supplies,252.8
CUST-200645,2026-05-03,Travel,363.06
CUST-200645,2026-04-23,Office Supplies,571.13
CUST-200645,2026-03-04,Travel,137.25
CUST-200645,2026-05-01,Travel,138.94
CUST-200646,2026-08-03,Travel,72.39
CUST-200646,2026-07-11,Professional Fees,203.41
CUST-200646,2026-03-12,Fuel & Fleet,301.56
CUST-200646,2026-06-08,Utilities,289.03
CUST-200646,2026-05-12,Meetings & Events,233.98
CUST-200646,2026-04-01,Travel,144.19
CUST-200646,2026-06-14,Software & SaaS,403.34
CUST-200646,2026-06-26,Professional Fees,337.99
CUST-200646,2026-05-31,Software & SaaS,285.65
CUST-200646,2026-08-06,Raw Materials,485.45
CUST-200646,2026-07-01,Utilities,597.52
CUST-200646,2026-07-05,Utilities,724.98
CUST-200646,2026-04-07,Raw Materials,137.31
CUST-200646,2026-04-12,Fuel & Fleet,258.87
CUST-200646,2026-07-12,Fuel & Fleet,282.18
CUST-200646,2026-03-27,Fuel & Fleet,583.08
CUST-200646,2026-08-22,Raw Materials,564.93
CUST-200646,2026-07-13,Software & SaaS,233.94
CUST-200646,2026-08-20,Meetings & Events,329.02
CUST-200646,2026-08-21,Professional Fees,240.68
CUST-200646,2026-05-21,Fuel & Fleet,228.84
CUST-200647,2026-08-02,Meetings & Events,331.85
CUST-200647,2026-08-08,Fuel & Fleet,785.55
CUST-200647,2026-04-03,Meetings & Events,233.48
CUST-200647,2026-03-15,Raw Materials,543.75
CUST-200647,2026-04-16,Raw Materials,139.01
CUST-200647,2026-08-02,Fuel & Fleet,164.85
CUST-200647,2026-07-13,Fuel & Fleet,176.19
CUST-200647,2026-03-09,Raw Materials,146.38
CUST-200647,2026-03-30,Travel,271.18
CUST-200647,2026-05-22,Travel,427.44
CUST-200647,2026-05-21,Office Supplies,428.8
CUST-200647,2026-07-02,Travel,542.77
CUST-200647,2026-06-01,Meetings & Events,500.32
CUST-200647,2026-07-29,Software & SaaS,533.68
CUST-200647,2026-06-28,Travel,758.86
CUST-200647,2026-03-31,Utilities,553.78
CUST-200647,2026-03-16,Office Supplies,219.52
CUST-200647,2026-06-18,Office Supplies,150.44
CUST-200647,2026-03-03,Office Supplies,109.3
CUST-200647,2026-06-05,Software & SaaS,82.15
CUST-200647,2026-06-09,Utilities,676.49
CUST-200648,2026-03-09,Travel,527.69
CUST-200648,2026-08-17,Raw Materials,303.92
CUST-200648,2026-04-24,Fuel & Fleet,301.88
CUST-200648,2026-04-17,Software & SaaS,259.72
CUST-200648,2026-03-04,Fuel & Fleet,63.63
CUST-200648,2026-05-02,Utilities,433.44
CUST-200648,2026-06-22,Utilities,188.5
CUST-200648,2026-08-26,Travel,298.33
CUST-200648,2026-06-11,Utilities,472.52
CUST-200648,2026-03-08,Travel,826.02
CUST-200648,2026-04-07,Travel,266.52
CUST-200648,2026-08-24,Professional Fees,727.63
CUST-200648,2026-04-06,Professional Fees,801.74
CUST-200648,2026-06-11,Travel,828.2
CUST-200648,2026-06-08,Professional Fees,439.5
CUST-200648,2026-03-30,Professional Fees,322.8
CUST-200648,2026-05-29,Fuel & Fleet,319.8
CUST-200648,2026-05-22,Fuel & Fleet,459.59
CUST-200648,2026-03-27,Utilities,316.57
CUST-200649,2026-08-23,Raw Materials,1101.59
CUST-200649,2026-07-13,Professional Fees,56.17
CUST-200649,2026-06-11,Utilities,249.68
CUST-200649,2026-08-20,Raw Materials,390.43
CUST-200649,2026-08-08,Software & SaaS,701.07
CUST-200649,2026-04-18,Utilities,650.04
CUST-200649,2026-05-23,Raw Materials,1143.14
CUST-200649,2026-04-23,Professional Fees,406.03
CUST-200649,2026-05-09,Travel,113.52
CUST-200649,2026-06-09,Meetings & Events,234.69
CUST-200649,2026-05-08,Office Supplies,166.84
CUST-200649,2026-04-26,Utilities,1434.62
CUST-200649,2026-06-22,Utilities,1107.48
CUST-200649,2026-08-13,Fuel & Fleet,207.04
CUST-200649,2026-06-19,Fuel & Fleet,390.26
CUST-200649,2026-06-26,Office Supplies,312.39
CUST-200649,2026-05-04,Utilities,462.52
CUST-200649,2026-08-25,Travel,349.99
CUST-200650,2026-07-13,Utilities,122.98
CUST-200650,2026-04-16,Utilities,359.18
CUST-200650,2026-03-19,Utilities,304.44
CUST-200650,2026-05-11,Meetings & Events,252.29
CUST-200650,2026-08-16,Raw Materials,66.11
CUST-200650,2026-05-11,Travel,197.43
CUST-200650,2026-03-23,Office Supplies,371.3
CUST-200650,2026-04-18,Office Supplies,508.04
CUST-200650,2026-07-09,Travel,284.5
CUST-200650,2026-07-29,Utilities,507.9
CUST-200650,2026-03-13,Raw Materials,514.95
CUST-200650,2026-04-22,Raw Materials,412.33
CUST-200650,2026-05-22,Professional Fees,888.07
CUST-200650,2026-05-22,Travel,722.09
CUST-200650,2026-04-25,Software & SaaS,264.13
CUST-200650,2026-03-07,Professional Fees,736.21
CUST-200650,2026-08-07,Meetings & Events,818.68
CUST-200650,2026-08-23,Utilities,415.56
CUST-200650,2026-06-07,Travel,365.77
CUST-200650,2026-05-03,Meetings & Events,158.04
CUST-200650,2026-06-18,Professional Fees,1224.55
CUST-200650,2026-08-16,Software & SaaS,1283.39
CUST-200650,2026-03-22,Travel,131.23
CUST-200650,2026-06-26,Fuel & Fleet,393.51
CUST-200651,2026-06-11,Raw Materials,1058.34
CUST-200651,2026-04-19,Travel,599.85
CUST-200651,2026-06-28,Fuel & Fleet,310.38
CUST-200651,2026-03-05,Professional Fees,901.59
CUST-200651,2026-05-20,Fuel & Fleet,360.49
CUST-200651,2026-06-01,Software & SaaS,264.45
CUST-200651,2026-03-02,Office Supplies,556.22
CUST-200651,2026-07-31,Travel,281.26
CUST-200651,2026-08-22,Utilities,308.05
CUST-200651,2026-05-07,Meetings & Events,221.04
CUST-200651,2026-06-17,Office Supplies,171.92
CUST-200651,2026-06-30,Professional Fees,911.87
CUST-200651,2026-05-15,Travel,443.47
CUST-200651,2026-04-20,Professional Fees,569.95
CUST-200651,2026-03-23,Office Supplies,315.3
CUST-200651,2026-05-03,Fuel & Fleet,135.3
CUST-200651,2026-05-22,Meetings & Events,232.8
CUST-200651,2026-03-08,Software & SaaS,221.91
CUST-200651,2026-05-19,Utilities,282.54
CUST-200651,2026-07-10,Utilities,411.28
CUST-200652,2026-05-19,Meetings & Events,622.78
CUST-200652,2026-04-30,Fuel & Fleet,102.32
CUST-200652,2026-06-13,Raw Materials,138.8
CUST-200652,2026-05-03,Fuel & Fleet,114.74
CUST-200652,2026-08-23,Fuel & Fleet,369.59
CUST-200652,2026-06-19,Utilities,414.32
CUST-200652,2026-08-14,Fuel & Fleet,464.9
CUST-200652,2026-04-01,Raw Materials,304.07
CUST-200652,2026-08-15,Software & SaaS,526.46
CUST-200652,2026-03-09,Fuel & Fleet,410.3
CUST-200652,2026-06-21,Utilities,154.0
CUST-200652,2026-04-20,Raw Materials,908.96
CUST-200652,2026-03-23,Professional Fees,822.76
CUST-200652,2026-06-22,Travel,255.19
CUST-200652,2026-07-26,Meetings & Events,475.41
CUST-200652,2026-04-27,Utilities,250.18
CUST-200652,2026-04-26,Travel,483.68
CUST-200652,2026-06-22,Utilities,67.21
CUST-200652,2026-04-22,Utilities,1930.54
CUST-200652,2026-08-21,Raw Materials,351.87
CUST-200652,2026-03-21,Software & SaaS,332.54
CUST-200652,2026-03-25,Utilities,1002.81
CUST-200652,2026-03-05,Professional Fees,529.32
CUST-200653,2026-06-29,Utilities,446.1
CUST-200653,2026-07-04,Utilities,252.38
CUST-200653,2026-03-13,Professional Fees,242.39
CUST-200653,2026-08-01,Utilities,296.82
CUST-200653,2026-07-23,Utilities,407.12
CUST-200653,2026-04-10,Meetings & Events,135.63
CUST-200653,2026-06-04,Office Supplies,137.18
CUST-200653,2026-05-23,Professional Fees,272.32
CUST-200653,2026-08-04,Software & SaaS,568.1
CUST-200653,2026-08-05,Office Supplies,888.68
CUST-200653,2026-08-03,Meetings & Events,995.23
CUST-200653,2026-04-10,Raw Materials,551.18
CUST-200653,2026-04-08,Software & SaaS,291.18
CUST-200653,2026-03-30,Professional Fees,354.67
CUST-200653,2026-03-06,Professional Fees,193.37
CUST-200653,2026-03-06,Fuel & Fleet,85.71
CUST-200653,2026-04-19,Raw Materials,2.07
CUST-200653,2026-03-14,Travel,845.91
CUST-200653,2026-05-29,Travel,143.57
CUST-200654,2026-03-23,Office Supplies,587.14
CUST-200654,2026-07-02,Utilities,137.31
CUST-200654,2026-05-26,Fuel & Fleet,261.51
CUST-200654,2026-08-12,Office Supplies,203.0
CUST-200654,2026-06-12,Fuel & Fleet,164.63
CUST-200654,2026-07-10,Raw Materials,299.51
CUST-200654,2026-03-14,Office Supplies,636.33
CUST-200654,2026-05-16,Software & SaaS,575.53
CUST-200654,2026-06-01,Utilities,315.66
CUST-200654,2026-04-28,Professional Fees,1113.8
CUST-200654,2026-04-30,Travel,432.13
CUST-200654,2026-08-16,Travel,184.63
CUST-200654,2026-03-13,Office Supplies,833.63
CUST-200654,2026-08-23,Travel,284.53
CUST-200654,2026-05-20,Travel,583.24
CUST-200654,2026-06-13,Meetings & Events,933.21
CUST-200654,2026-07-24,Utilities,183.37
CUST-200654,2026-07-29,Meetings & Events,385.99
CUST-200654,2026-04-29,Fuel & Fleet,396.66
CUST-200654,2026-04-07,Office Supplies,181.19
CUST-200654,2026-08-14,Professional Fees,268.77
CUST-200655,2026-07-19,Professional Fees,924.48
CUST-200655,2026-03-29,Professional Fees,278.44
CUST-200655,2026-04-15,Software & SaaS,238.42
CUST-200655,2026-07-20,Software & SaaS,682.56
CUST-200655,2026-03-02,Software & SaaS,87.42
CUST-200655,2026-07-08,Utilities,1055.23
CUST-200655,2026-03-10,Office Supplies,317.27
CUST-200655,2026-04-01,Utilities,208.78
CUST-200655,2026-04-07,Travel,445.42
CUST-200655,2026-08-02,Software & SaaS,405.85
CUST-200655,2026-05-18,Professional Fees,1128.0
CUST-200655,2026-07-13,Travel,373.72
CUST-200655,2026-08-19,Professional Fees,297.93
CUST-200655,2026-03-22,Professional Fees,152.51
CUST-200655,2026-06-26,Meetings & Events,487.84
CUST-200655,2026-07-13,Meetings & Events,69.82
CUST-200655,2026-03-09,Utilities,128.88
CUST-200656,2026-04-19,Fuel & Fleet,385.74
CUST-200656,2026-06-15,Meetings & Events,284.12
CUST-200656,2026-03-08,Software & SaaS,1061.23
CUST-200656,2026-05-17,Fuel & Fleet,265.93
CUST-200656,2026-03-07,Meetings & Events,330.71
CUST-200656,2026-03-24,Raw Materials,306.99
CUST-200656,2026-04-13,Raw Materials,286.36
CUST-200656,2026-04-26,Fuel & Fleet,37.36
CUST-200656,2026-08-26,Meetings & Events,754.83
CUST-200656,2026-06-22,Software & SaaS,523.57
CUST-200656,2026-08-17,Office Supplies,109.81
CUST-200656,2026-03-13,Utilities,208.57
CUST-200657,2026-06-12,Fuel & Fleet,185.99
CUST-200657,2026-06-09,Professional Fees,394.98
CUST-200657,2026-04-27,Office Supplies,331.49
CUST-200657,2026-04-06,Professional Fees,187.16
CUST-200657,2026-05-21,Meetings & Events,412.04
CUST-200657,2026-04-18,Fuel & Fleet,1203.96
CUST-200657,2026-06-02,Software & SaaS,887.37
CUST-200657,2026-03-19,Office Supplies,195.58
CUST-200657,2026-08-05,Office Supplies,497.34
CUST-200657,2026-05-19,Meetings & Events,411.09
CUST-200657,2026-07-13,Software & SaaS,497.78
CUST-200657,2026-04-13,Office Supplies,1034.59
CUST-200657,2026-08-01,Meetings & Events,310.59
CUST-200657,2026-08-11,Software & SaaS,401.05
CUST-200657,2026-06-28,Fuel & Fleet,426.74
CUST-200657,2026-04-13,Professional Fees,632.83
CUST-200657,2026-08-01,Meetings & Events,245.03
CUST-200657,2026-05-02,Professional Fees,103.17
CUST-200657,2026-08-09,Utilities,235.56
CUST-200657,2026-07-21,Software & SaaS,355.4
CUST-200658,2026-04-07,Fuel & Fleet,671.09
CUST-200658,2026-06-19,Office Supplies,347.99
CUST-200658,2026-03-11,Raw Materials,392.72
CUST-200658,2026-03-12,Office Supplies,924.8
CUST-200658,2026-03-13,Professional Fees,649.79
CUST-200658,2026-06-09,Meetings & Events,183.75
CUST-200658,2026-06-11,Utilities,297.24
CUST-200658,2026-08-14,Software & SaaS,167.38
CUST-200658,2026-04-28,Travel,570.14
CUST-200658,2026-03-23,Raw Materials,431.21
CUST-200658,2026-05-23,Software & SaaS,209.84
CUST-200658,2026-05-29,Office Supplies,372.92
CUST-200658,2026-07-07,Utilities,576.04
CUST-200658,2026-05-19,Software & SaaS,987.59
CUST-200658,2026-03-29,Utilities,94.62
CUST-200658,2026-06-17,Professional Fees,638.25
CUST-200658,2026-03-10,Meetings & Events,483.21
CUST-200659,2026-06-19,Professional Fees,109.64
CUST-200659,2026-07-17,Meetings & Events,235.67
CUST-200659,2026-08-18,Utilities,511.67
CUST-200659,2026-05-11,Raw Materials,361.16
CUST-200659,2026-07-12,Professional Fees,174.85
CUST-200659,2026-06-09,Fuel & Fleet,135.67
CUST-200659,2026-07-02,Utilities,1123.67
CUST-200659,2026-05-20,Office Supplies,655.14
CUST-200659,2026-07-05,Software & SaaS,545.41
CUST-200659,2026-08-08,Fuel & Fleet,531.98
CUST-200659,2026-03-11,Professional Fees,183.47
CUST-200659,2026-06-16,Fuel & Fleet,107.93
CUST-200659,2026-05-12,Software & SaaS,138.25
CUST-200659,2026-06-14,Raw Materials,617.43
CUST-200660,2026-07-24,Office Supplies,847.51
CUST-200660,2026-06-11,Office Supplies,403.79
CUST-200660,2026-08-05,Travel,468.78
CUST-200660,2026-07-18,Office Supplies,297.42
CUST-200660,2026-07-18,Software & SaaS,636.88
CUST-200660,2026-05-31,Travel,353.02
CUST-200660,2026-07-05,Meetings & Events,315.47
CUST-200660,2026-08-05,Professional Fees,99.91
CUST-200660,2026-07-08,Meetings & Events,149.94
CUST-200660,2026-06-04,Raw Materials,234.97
CUST-200660,2026-08-09,Raw Materials,540.7
CUST-200660,2026-05-12,Professional Fees,1150.82
CUST-200660,2026-07-14,Meetings & Events,537.65
CUST-200660,2026-07-23,Fuel & Fleet,804.54
CUST-200660,2026-04-13,Utilities,991.66
CUST-200660,2026-06-23,Utilities,191.59
CUST-200660,2026-06-14,Raw Materials,479.37
CUST-200660,2026-07-01,Office Supplies,528.94
CUST-200660,2026-04-27,Utilities,508.35
CUST-200660,2026-06-01,Software & SaaS,592.97
CUST-200661,2026-04-09,Fuel & Fleet,758.73
CUST-200661,2026-03-22,Utilities,157.23
CUST-200661,2026-06-03,Utilities,84.81
CUST-200661,2026-08-01,Raw Materials,46.41
CUST-200661,2026-04-05,Office Supplies,516.78
CUST-200661,2026-03-21,Meetings & Events,448.32
CUST-200661,2026-06-29,Raw Materials,600.28
CUST-200661,2026-06-29,Professional Fees,392.66
CUST-200661,2026-06-27,Professional Fees,166.1
CUST-200661,2026-03-22,Fuel & Fleet,307.85
CUST-200661,2026-08-21,Fuel & Fleet,388.61
CUST-200661,2026-07-15,Professional Fees,246.45
CUST-200661,2026-08-18,Professional Fees,232.58
CUST-200661,2026-06-01,Professional Fees,248.39
CUST-200661,2026-05-13,Utilities,128.86
CUST-200661,2026-05-05,Office Supplies,279.67
CUST-200661,2026-05-04,Professional Fees,196.83
CUST-200661,2026-03-29,Professional Fees,127.63
CUST-200661,2026-06-10,Utilities,284.03
CUST-200662,2026-06-25,Office Supplies,174.76
CUST-200662,2026-06-16,Meetings & Events,181.26
CUST-200662,2026-04-04,Meetings & Events,580.06
CUST-200662,2026-08-13,Software & SaaS,532.46
CUST-200662,2026-03-16,Meetings & Events,338.62
CUST-200662,2026-03-28,Raw Materials,215.4
CUST-200662,2026-08-16,Fuel & Fleet,535.18
CUST-200662,2026-07-16,Raw Materials,563.22
CUST-200662,2026-04-30,Fuel & Fleet,204.24
CUST-200662,2026-06-22,Meetings & Events,324.63
CUST-200662,2026-07-21,Meetings & Events,345.49
CUST-200662,2026-03-30,Utilities,532.25
CUST-200662,2026-03-11,Office Supplies,980.7
CUST-200662,2026-06-25,Utilities,734.46
CUST-200662,2026-07-03,Office Supplies,690.26
CUST-200663,2026-08-07,Office Supplies,810.59
CUST-200663,2026-03-07,Fuel & Fleet,327.28
CUST-200663,2026-08-04,Meetings & Events,468.09
CUST-200663,2026-08-27,Office Supplies,553.8
CUST-200663,2026-07-20,Office Supplies,627.42
CUST-200663,2026-07-27,Travel,86.89
CUST-200663,2026-07-24,Fuel & Fleet,767.68
CUST-200663,2026-05-08,Fuel & Fleet,294.89
CUST-200663,2026-08-26,Software & SaaS,318.62
CUST-200663,2026-06-29,Fuel & Fleet,113.69
CUST-200663,2026-03-03,Raw Materials,173.29
CUST-200663,2026-03-08,Travel,633.94
CUST-200663,2026-03-22,Utilities,138.46
CUST-200664,2026-03-15,Office Supplies,707.85
CUST-200664,2026-03-10,Utilities,128.57
CUST-200664,2026-08-26,Travel,961.98
CUST-200664,2026-08-05,Fuel & Fleet,239.43
CUST-200664,2026-03-07,Utilities,581.53
CUST-200664,2026-07-25,Software & SaaS,497.33
CUST-200664,2026-08-24,Professional Fees,476.57
CUST-200664,2026-08-20,Travel,1044.3
CUST-200664,2026-04-11,Office Supplies,216.15
CUST-200664,2026-08-06,Office Supplies,117.14
CUST-200664,2026-07-31,Travel,238.34
CUST-200664,2026-03-08,Fuel & Fleet,703.68
CUST-200664,2026-08-27,Software & SaaS,160.66
CUST-200664,2026-08-10,Fuel & Fleet,259.11
CUST-200664,2026-07-17,Fuel & Fleet,674.95
CUST-200664,2026-04-27,Travel,1000.56
CUST-200664,2026-04-25,Travel,650.13
CUST-200664,2026-05-29,Utilities,114.57
CUST-200665,2026-05-25,Travel,258.06
CUST-200665,2026-05-21,Raw Materials,187.61
CUST-200665,2026-04-08,Raw Materials,372.07
CUST-200665,2026-07-26,Office Supplies,253.13
CUST-200665,2026-04-07,Raw Materials,78.72
CUST-200665,2026-07-23,Office Supplies,318.65
CUST-200665,2026-03-31,Software & SaaS,157.54
CUST-200665,2026-08-20,Meetings & Events,169.49
CUST-200665,2026-08-06,Office Supplies,141.21
CUST-200665,2026-03-26,Fuel & Fleet,160.4
CUST-200665,2026-06-17,Raw Materials,63.92
CUST-200665,2026-08-23,Utilities,164.2
CUST-200665,2026-05-20,Meetings & Events,143.4
CUST-200665,2026-03-07,Software & SaaS,643.34
CUST-200665,2026-03-03,Fuel & Fleet,1254.4
CUST-200665,2026-03-07,Office Supplies,264.75
CUST-200665,2026-04-30,Raw Materials,372.42
CUST-200665,2026-05-17,Raw Materials,667.82
CUST-200665,2026-04-28,Meetings & Events,201.8
CUST-200665,2026-08-22,Office Supplies,277.03
CUST-200665,2026-08-03,Meetings & Events,531.82
CUST-200665,2026-03-07,Raw Materials,683.33
CUST-200665,2026-05-04,Software & SaaS,409.52
CUST-200665,2026-05-25,Fuel & Fleet,324.44
CUST-200665,2026-03-02,Professional Fees,227.35
CUST-200665,2026-03-15,Software & SaaS,366.88
CUST-200665,2026-04-09,Professional Fees,543.7
CUST-200665,2026-07-24,Office Supplies,415.72
CUST-200666,2026-05-19,Fuel & Fleet,41.2
CUST-200666,2026-03-21,Software & SaaS,273.25
CUST-200666,2026-04-19,Software & SaaS,526.14
CUST-200666,2026-04-27,Office Supplies,495.13
CUST-200666,2026-07-12,Utilities,807.35
CUST-200666,2026-03-19,Fuel & Fleet,515.87
CUST-200666,2026-07-22,Utilities,135.86
CUST-200666,2026-05-06,Fuel & Fleet,497.01
CUST-200666,2026-06-03,Professional Fees,201.17
CUST-200666,2026-07-08,Meetings & Events,436.56
CUST-200666,2026-05-16,Travel,287.48
CUST-200666,2026-05-28,Travel,63.92
CUST-200666,2026-08-03,Raw Materials,186.94
CUST-200666,2026-05-06,Fuel & Fleet,237.29
CUST-200666,2026-03-22,Office Supplies,242.47
CUST-200666,2026-08-08,Raw Materials,493.54
CUST-200666,2026-03-07,Office Supplies,165.2
CUST-200666,2026-04-09,Professional Fees,541.04
CUST-200666,2026-08-12,Utilities,631.15
CUST-200666,2026-08-19,Professional Fees,206.31
CUST-200666,2026-08-11,Professional Fees,290.52
CUST-200666,2026-04-09,Raw Materials,1156.79
CUST-200667,2026-06-14,Fuel & Fleet,109.67
CUST-200667,2026-04-13,Fuel & Fleet,330.88
CUST-200667,2026-05-14,Professional Fees,446.85
CUST-200667,2026-03-01,Office Supplies,152.95
CUST-200667,2026-07-29,Professional Fees,398.65
CUST-200667,2026-03-19,Professional Fees,291.14
CUST-200667,2026-08-19,Utilities,294.71
CUST-200667,2026-06-17,Travel,115.91
CUST-200667,2026-07-04,Office Supplies,172.14
CUST-200667,2026-05-29,Fuel & Fleet,347.43
CUST-200667,2026-03-25,Utilities,67.99
CUST-200667,2026-06-24,Meetings & Events,762.74
CUST-200667,2026-05-27,Meetings & Events,76.25
CUST-200667,2026-08-11,Software & SaaS,250.56
CUST-200667,2026-07-07,Software & SaaS,38.54
CUST-200667,2026-04-13,Fuel & Fleet,203.36
CUST-200667,2026-05-18,Professional Fees,388.98
CUST-200667,2026-08-05,Office Supplies,284.34
CUST-200667,2026-08-11,Software & SaaS,182.82
CUST-200667,2026-08-16,Fuel & Fleet,517.31
CUST-200668,2026-03-13,Professional Fees,614.91
CUST-200668,2026-07-11,Meetings & Events,290.12
CUST-200668,2026-03-05,Professional Fees,380.14
CUST-200668,2026-05-02,Raw Materials,403.23
CUST-200668,2026-07-15,Fuel & Fleet,318.77
CUST-200668,2026-06-08,Meetings & Events,229.68
CUST-200668,2026-08-17,Fuel & Fleet,209.39
CUST-200668,2026-03-20,Professional Fees,399.84
CUST-200668,2026-03-05,Utilities,62.63
CUST-200668,2026-03-02,Raw Materials,619.22
CUST-200668,2026-08-22,Meetings & Events,281.02
CUST-200668,2026-04-26,Travel,967.43
CUST-200668,2026-03-08,Utilities,117.82
CUST-200668,2026-05-05,Fuel & Fleet,153.75
CUST-200668,2026-08-27,Utilities,113.76
CUST-200668,2026-08-02,Fuel & Fleet,38.76
CUST-200668,2026-08-12,Professional Fees,703.2
CUST-200668,2026-04-13,Fuel & Fleet,336.8
CUST-200668,2026-06-23,Meetings & Events,78.77
CUST-200668,2026-06-21,Office Supplies,287.42
CUST-200668,2026-04-14,Raw Materials,401.66
CUST-200668,2026-03-09,Professional Fees,430.76
CUST-200669,2026-05-12,Professional Fees,157.06
CUST-200669,2026-03-31,Software & SaaS,232.24
CUST-200669,2026-06-28,Office Supplies,110.13
CUST-200669,2026-08-24,Meetings & Events,259.76
CUST-200669,2026-03-10,Travel,282.04
CUST-200669,2026-08-13,Travel,150.51
CUST-200669,2026-03-29,Meetings & Events,203.18
CUST-200669,2026-05-20,Office Supplies,176.14
CUST-200669,2026-03-22,Travel,347.79
CUST-200669,2026-03-06,Meetings & Events,384.31
CUST-200669,2026-03-11,Office Supplies,120.54
CUST-200670,2026-05-24,Utilities,752.82
CUST-200670,2026-06-27,Travel,922.4
CUST-200670,2026-07-23,Software & SaaS,82.72
CUST-200670,2026-03-26,Travel,1045.98
CUST-200670,2026-08-20,Travel,707.61
CUST-200670,2026-03-23,Travel,388.93
CUST-200670,2026-07-30,Office Supplies,698.68
CUST-200670,2026-07-31,Software & SaaS,376.07
CUST-200670,2026-05-13,Fuel & Fleet,480.55
CUST-200670,2026-03-20,Software & SaaS,83.74
CUST-200670,2026-06-09,Meetings & Events,144.1
CUST-200670,2026-04-03,Travel,439.01
CUST-200670,2026-07-12,Fuel & Fleet,554.69
CUST-200670,2026-07-29,Software & SaaS,613.17
CUST-200670,2026-03-12,Software & SaaS,110.34
CUST-200670,2026-04-02,Meetings & Events,174.99
CUST-200670,2026-03-04,Raw Materials,261.06
CUST-200670,2026-03-14,Fuel & Fleet,323.39
CUST-200670,2026-08-23,Fuel & Fleet,423.7
CUST-200671,2026-04-28,Meetings & Events,331.31
CUST-200671,2026-06-09,Utilities,96.49
CUST-200671,2026-04-12,Raw Materials,1079.92
CUST-200671,2026-03-23,Software & SaaS,736.0
CUST-200671,2026-03-02,Travel,194.93
CUST-200671,2026-03-16,Meetings & Events,58.11
CUST-200671,2026-03-17,Office Supplies,581.38
CUST-200671,2026-07-30,Office Supplies,350.24
CUST-200671,2026-03-25,Professional Fees,547.04
CUST-200671,2026-04-10,Utilities,42.67
CUST-200671,2026-03-01,Travel,206.42
CUST-200671,2026-03-21,Raw Materials,309.98
CUST-200672,2026-03-25,Fuel & Fleet,202.74
CUST-200672,2026-07-10,Travel,146.23
CUST-200672,2026-04-05,Meetings & Events,355.47
CUST-200672,2026-04-29,Software & SaaS,584.68
CUST-200672,2026-07-10,Software & SaaS,234.87
CUST-200672,2026-03-31,Software & SaaS,61.88
CUST-200672,2026-06-24,Office Supplies,167.56
CUST-200672,2026-07-08,Professional Fees,149.01
CUST-200672,2026-03-16,Meetings & Events,251.72
CUST-200672,2026-06-08,Fuel & Fleet,396.51
CUST-200672,2026-05-14,Travel,540.21
CUST-200672,2026-08-18,Software & SaaS,137.8
CUST-200672,2026-08-17,Utilities,474.75
CUST-200672,2026-06-29,Office Supplies,282.1
CUST-200672,2026-08-18,Utilities,168.2
CUST-200672,2026-06-04,Raw Materials,312.59
CUST-200672,2026-03-17,Utilities,281.42
CUST-200672,2026-07-02,Meetings & Events,409.32
CUST-200672,2026-06-23,Fuel & Fleet,115.61
CUST-200672,2026-08-18,Travel,523.67
CUST-200672,2026-04-01,Office Supplies,65.29
CUST-200673,2026-04-08,Office Supplies,245.55
CUST-200673,2026-06-28,Software & SaaS,628.06
CUST-200673,2026-07-21,Travel,306.64
CUST-200673,2026-06-10,Software & SaaS,243.88
CUST-200673,2026-05-02,Office Supplies,193.83
CUST-200673,2026-08-06,Office Supplies,326.24
CUST-200673,2026-08-16,Meetings & Events,407.06
CUST-200673,2026-08-16,Meetings & Events,284.86
CUST-200673,2026-04-26,Utilities,292.14
CUST-200673,2026-06-04,Utilities,101.89
CUST-200673,2026-08-10,Software & SaaS,413.77
CUST-200673,2026-05-15,Professional Fees,154.98
CUST-200673,2026-08-06,Professional Fees,98.29
CUST-200673,2026-06-17,Office Supplies,238.63
CUST-200673,2026-05-16,Professional Fees,510.03
CUST-200673,2026-07-01,Software & SaaS,522.02
CUST-200673,2026-06-24,Professional Fees,825.36
CUST-200674,2026-03-13,Meetings & Events,577.52
CUST-200674,2026-06-04,Software & SaaS,205.09
CUST-200674,2026-03-04,Utilities,555.07
CUST-200674,2026-06-07,Fuel & Fleet,742.36
CUST-200674,2026-05-16,Meetings & Events,424.92
CUST-200674,2026-06-02,Software & SaaS,478.94
CUST-200674,2026-05-18,Utilities,501.1
CUST-200674,2026-05-01,Travel,199.09
CUST-200674,2026-03-08,Office Supplies,922.65
CUST-200674,2026-03-30,Utilities,543.35
CUST-200674,2026-08-14,Fuel & Fleet,727.03
CUST-200675,2026-08-22,Utilities,140.2
CUST-200675,2026-08-12,Software & SaaS,393.47
CUST-200675,2026-03-30,Raw Materials,621.74
